name,category,lat,lon,address,city,phone,website,source,opportunity_score
US Fish and chicken,restaurant,42.3993061,-83.0597241,10301 Joseph Campau Street,Hamtramck,,,OSM,40
Burk's Igloo,restaurant,42.4019294,-83.0521016,10300 Conant Street,Hamtramck,,,OSM,40
Tequila's 2,restaurant,42.2026063,-83.149117,3033 Biddle Avenue,Wyandotte,,,OSM,40
Amicci's Pizza,restaurant,42.3223108,-83.090166,,Windsor,,,OSM,40
Evie's Tamales,restaurant,42.3232079,-83.0857897,,Windsor,,,OSM,40
Armando's,restaurant,42.3208992,-83.0947888,,Windsor,,,OSM,40
Telway Hamburger System,restaurant,42.4910589,-83.1049972,,Windsor,,,OSM,40
Oakwood Cafe,restaurant,42.2822245,-83.1753678,,Windsor,,,OSM,40
Banquets Family Restaurant,restaurant,42.3006944,-83.2694736,,Windsor,,,OSM,40
Johnny Noodle King,restaurant,42.3188777,-83.0743541,2601 West Fort Street,Detroit,,,OSM,40
Chicago's Pizza,restaurant,42.3195371,-83.098181,,Windsor,,,OSM,40
El Rey de las Arepas,restaurant,42.3352848,-83.1407929,,Windsor,,,OSM,40
Mike's Famous Ham Place,restaurant,42.3316156,-83.0944662,3700 Michigan Avenue,Detroit,,,OSM,40
Taqueria El Rey,restaurant,42.3191954,-83.098979,4730 West Vernor Highway,Detroit,,,OSM,40
Byblos Café and Grill,restaurant,42.3613431,-83.069261,87 West Palmer Avenue,Detroit,,,OSM,40
Red Lobster,restaurant,42.4848816,-83.007052,,Windsor,,,OSM,40
Rose's Fine Food,restaurant,42.3640561,-82.977362,10551 East Jefferson Avenue,Detroit,,,OSM,40
Legends Grill,restaurant,42.3663714,-82.9725541,East Jefferson Avenue,Detroit,,,OSM,40
Legends Grill,restaurant,42.3930718,-83.1212115,2525 West Davison Street,detroit,,,OSM,40
Jay Birds Bar & Grille,restaurant,42.4911302,-83.2224255,27411 Southfield Road,Lathrup Village,,,OSM,40
Detroit's Finest Coney Island,restaurant,42.371479,-82.948888,13337 East Jefferson Avenue,Detroit,,,OSM,40
Norma G's Detroit,restaurant,42.373814,-82.9413979,,Windsor,,,OSM,40
Dino's Cafe,restaurant,42.3109587,-83.1133092,,Windsor,,,OSM,40
Salpicon,restaurant,42.3095897,-83.132346,,Windsor,,,OSM,40
Giovanni's,restaurant,42.2901966,-83.1465021,,Windsor,,,OSM,40
Original Gonella's,restaurant,42.2900155,-83.1452206,,Windsor,,,OSM,40
La Terrazza,restaurant,42.3097914,-83.1306962,8445 Vernor Highway,Detroit,,,OSM,40
Panda Chinese Restaurant,restaurant,42.3117165,-83.1271685,,Windsor,,,OSM,40
J&J Coney Island Restaurant,restaurant,42.3139197,-83.1216866,7220 West Vernor Highway,Detroit,,,OSM,40
El Asador,restaurant,42.3047548,-83.1220871,,Windsor,,,OSM,40
Vince's Italian Restaurant,restaurant,42.3048995,-83.1227933,,Windsor,,,OSM,40
Mangonadas del Barrio,restaurant,42.3018003,-83.1271576,,Windsor,,,OSM,40
Bangkok 96,restaurant,42.2939595,-83.2721894,2450 S Telegraph Road,Dearborn,,,OSM,40
ella mae's place,restaurant,42.2735361,-83.1571287,,Windsor,,,OSM,40
The Fish Station,restaurant,42.2702977,-83.1608083,2640 Fort Street South,Detroit,,,OSM,40
Chuck's Roadhouse,restaurant,42.2528164,-82.9642933,,Windsor,,,OSM,40
Taka,restaurant,42.2529103,-82.9636412,,Windsor,,,OSM,40
Gus's Fried Chicken,restaurant,42.3479525,-83.0676414,4101 3rd Street,Detroit,,,OSM,40
Noni's Sherwood Grill,restaurant,42.4371784,-83.1413831,,Windsor,,,OSM,40
El Jalapeno,restaurant,42.2661703,-83.1997259,,Windsor,,,OSM,40
Fadhel Kabob,restaurant,42.2741874,-83.2711251,4900 South Telegraph Road,Dearborn Heights,,,OSM,40
Lemon Grill Indian Cuisine,restaurant,42.269357,-83.0110817,Dougall Avenue,Windsor,,,OSM,40
Sir Cedric's Fish & Chips,restaurant,42.2290484,-83.1031605,2010 Front Road,Lasalle,,,OSM,40
Hideout Bar and Grill,restaurant,42.2381869,-83.1015573,989 Front Road,Lasalle,,,OSM,40
Bull's Eye Pizza,restaurant,42.2383803,-83.1016088,979 Front Road,Lasalle,,,OSM,40
Yemen Cafe,restaurant,42.3902746,-83.0531211,8740 Joseph campau,Hamtramck,,,OSM,40
Fast Treats,restaurant,42.344342,-83.129436,,Windsor,,,OSM,40
Ahan Thai,restaurant,42.4873949,-83.1455782,200 West 4th Street,Royal Oak,,,OSM,40
Meriwhether's,restaurant,42.4758546,-83.2848767,,Windsor,,,OSM,40
Nikola's Barbeque,restaurant,42.4732903,-83.2833013,,Windsor,,,OSM,40
Shield's Restaurant Bar Pizzeria,restaurant,42.4728677,-83.2830583,,Windsor,,,OSM,40
Billy Sims BBQ,restaurant,42.4724082,-83.2827443,,Windsor,,,OSM,40
Coney Time,restaurant,42.4352431,-82.9659663,,Windsor,,,OSM,40
Romas Pizzeria & Lounge,restaurant,42.2439632,-83.1006693,221 Front Road,Lasalle,,,OSM,40
Haz Subs and Salads,restaurant,42.3254027,-83.0604334,1360 West Fort Street,Detroit,,,OSM,40
Ima,restaurant,42.3311566,-83.0739021,2015 Michigan Avenue,Detroit,,,OSM,40
Krakus,restaurant,42.40987,-83.0662371,12900 Joseph Campau Street,Detroit,,,OSM,40
Fish King,restaurant,42.4447273,-83.0824525,20351 Conant Street,detroit,,,OSM,40
Hashbrowns Cafe,restaurant,42.4377181,-83.0768887,18458 Conant Street,Detroit,,,OSM,40
Homeslice Pizzeria,restaurant,42.3132673,-83.0337606,732 Goyeau Street,Windsor,,,OSM,40
Bread Basket Deli,restaurant,42.3411488,-83.0152623,3242 Jefferson Avenue East,Detroit,,,OSM,40
Las Cazuelas,restaurant,42.3304856,-83.1195133,4000 Livernois,Detroit,,,OSM,40
Boston Pizza,restaurant,42.2541178,-82.9631043,,Windsor,,,OSM,40
Factory House,restaurant,42.309085,-82.961595,,Windsor,,,OSM,40
Penalty Box,restaurant,42.301789,-82.9945029,2244 Lens Avenue,Windsor,,,OSM,40
Howe's Bayou,restaurant,42.4612906,-83.1343849,22848 Woodward Avenue,Ferndale,,,OSM,40
Antihero,restaurant,42.4603118,-83.1368737,,Windsor,,,OSM,40
Bobcat Bonnie’s,restaurant,42.4607911,-83.1371472,240 West 9 Mile Road,Ferndale,,,OSM,40
Milan Pizzeria,restaurant,42.4867797,-83.1437711,,Windsor,,,OSM,40
Pop's for Italian,restaurant,42.4608049,-83.1379247,280 West 9 Mile Road,Ferndale,,,OSM,40
Lockhart's BBQ,restaurant,42.4879581,-83.1426902,202 East 3rd Street,Royal Oak,,,OSM,40
Sakana Sushi Lounge,restaurant,42.4617452,-83.1347538,,Windsor,,,OSM,40
Ted's Coney Island,restaurant,42.2575248,-83.2117591,6784 Allen Road,Allen Park,,,OSM,40
Mick's Bar & Grill,restaurant,42.2574886,-83.2131505,,Windsor,,,OSM,40
Amigo’s Tex-Mex Restaurant,restaurant,42.2112593,-83.1812192,13312 Fort Street,Southgate,,,OSM,40
Polonus Restaurant,restaurant,42.2163954,-83.1505212,1744 Biddle Avenue,Wyandotte,,,OSM,40
Carrabba's Italian Grill,restaurant,42.2006033,-83.2085277,14805 Dix-Toledo Highway,Southgate,,,OSM,40
Ford's Garage,restaurant,42.3072054,-83.2377377,21367 Michigan Avenue,Dearborn,,,OSM,40
O.W.L.,restaurant,42.4909991,-83.1597554,27302 Woodward Avenue,Royal Oak,,,OSM,40
Royal Oak Taphouse,restaurant,42.484273,-83.1468453,,Windsor,,,OSM,40
Zoe's House of Pancakes,restaurant,42.4827778,-83.1518734,25994 Woodward Avenue,Royal Oak,,,OSM,40
Cheezy,restaurant,42.3212086,-83.1802461,13942 Michigan Avenue,Dearborn,,,OSM,40
Al Shallal,restaurant,42.3416372,-83.2773039,24402 West Warren Street,Dearborn Heights,,,OSM,40
Dexter's Grill,restaurant,42.2102368,-83.2286594,13501 Allen Road,Southgate,,,OSM,40
Kelsey's,restaurant,42.2606566,-82.9688809,4115 Walker Road,Windsor,,,OSM,40
Lone Star Texas Grill,restaurant,42.2598848,-82.966817,4140 Walker Road,Windsor,,,OSM,40
Smoke & Spice Southern Barbeque,restaurant,42.3136417,-82.9367413,,Windsor,,,OSM,40
East Side Mario's,restaurant,42.3143284,-82.933921,,Windsor,,,OSM,40
Michigan Diner,restaurant,42.3129454,-82.9368741,,Windsor,,,OSM,40
Mi Lindo San Blas,restaurant,42.235095,-83.180755,3456 Fort Street,Lincoln Park,,,OSM,40
Prince Pizza,restaurant,42.3713247,-83.2624055,13000 Plymouth Road,Detroit,,,OSM,40
Secret Recipes Family Dining,restaurant,42.2246982,-83.2300043,11222 Allen Road,Taylor,,,OSM,40
Jose's Noodle Factory,restaurant,42.2835684,-83.0120792,,Windsor,,,OSM,40
Red Lobster,restaurant,42.3382292,-83.2722395,6850 nortth telegram road,Dearborn Heights,,,OSM,40
Tijuana's Authentic Mexican Kitchen,restaurant,42.2581785,-83.1901573,1679 Dix Highway,Lincoln Park,,,OSM,40
United Grill Coney Island,restaurant,42.4307483,-83.0725404,Conant Street,Windsor,,,OSM,40
Niko Sushi,restaurant,42.3075891,-82.868528,,Windsor,,,OSM,40
Farouj King,restaurant,42.3107634,-82.9513928,Tecumseh Road East,Windsor,,,OSM,40
Kake Da Dhaba,restaurant,42.3085029,-82.9631768,,Windsor,,,OSM,40
Pizza Hut,restaurant,42.2840434,-83.0553035,,Windsor,,,OSM,40
Hi-Ho,restaurant,42.2790793,-83.008893,,Windsor,,,OSM,40
Kona Sushi,restaurant,42.311463,-82.8920623,,Windsor,,,OSM,40
Thai Palace,restaurant,42.3267024,-82.939109,,Windsor,,,OSM,40
The Corner Brunch House,restaurant,42.2186842,-83.1943227,12250 Dix-Toledo Highway,Southgate,,,OSM,40
Andy's Pizza,restaurant,42.2140457,-83.1870417,13280 Northline Road,Southgate,,,OSM,40
Hungarian Rhapsody,restaurant,42.2133295,-83.1983235,14315 Northline Road,Southgate,,,OSM,40
Hong Kong Chinese Cuisine,restaurant,42.2211996,-83.1936501,,Windsor,,,OSM,40
Karma Cafe,restaurant,42.3322322,-82.8926343,12205 Rvierside Drive East,Windsor,,,OSM,40
Lilly Kazzilly's Crab Shack,restaurant,42.3393028,-82.9279994,9550 Riverside Drive East,Windsor,,,OSM,40
A&A Corner Grill,restaurant,42.3185305,-82.9749681,,Windsor,,,OSM,40
Lunansky's Coney Island,restaurant,42.3203635,-82.9996446,1067 Drouillard Road,Windsor,,,OSM,40
Elwood Grill,restaurant,42.3385387,-83.0468049,,Windsor,,,OSM,40
Love of Pho,restaurant,42.3120763,-83.0430874,560 Wyandotte Street West,Windsor,,,OSM,40
A Dog's Breakfast,restaurant,42.3148237,-83.0381275,,Windsor,,,OSM,40
Lefty's on the O,restaurant,42.3168335,-83.0389577,,Windsor,,,OSM,40
OroBite,restaurant,42.3166387,-83.0388306,359 Ouellette Avenue,Windsor,,,OSM,40
Fry Frenzy's,restaurant,42.3165755,-83.0387896,,Windsor,,,OSM,40
Vito's Pizzeria,restaurant,42.3164845,-83.0387271,,Windsor,,,OSM,40
CheeseSteaks,restaurant,42.3407383,-83.2930804,,Windsor,,,OSM,40
Martin's Ham & Cornbeef,restaurant,42.4744174,-83.0266212,24564 Van Dyke Avenue,Center Line,,,OSM,40
Joe's Coney Island,restaurant,42.4830096,-83.0270341,25604 Van Dyke Avenue,Center Line,,,OSM,40
Joa Sushi,restaurant,42.2259095,-83.229403,11205 Allen Road,Southgate,,,OSM,40
Nono's Pizza,restaurant,42.4530551,-83.0261438,Van Dyke Avenue,Warren,,,OSM,40
L.A. Bistro,restaurant,42.3066754,-83.2432382,21928 Michigan Avenue,Dearborn,,,OSM,40
Sun China,restaurant,42.4136757,-83.2777426,,Windsor,,,OSM,40
Dairy Park,restaurant,42.4560105,-83.1037196,,Windsor,,,OSM,40
Speedboat Bar & Grill,restaurant,42.2263393,-83.149654,749 Biddle Avenue,Wyandotte,,,OSM,40
Kabob and More Restaurant,restaurant,42.452737,-83.1036799,21403 John R Road,Hazel Park,,,OSM,40
Woodpile BBQ,restaurant,42.4905148,-83.1000504,630 East 11 Mile Road,Madison Heights,,,OSM,40
State Fair Coney Island Restaurant,restaurant,42.4476611,-83.1033068,20727 John R Road,Hazel Park,,,OSM,40
Rock Bottom Bar & Grill,restaurant,42.301346,-83.0763225,3236 Sandwich,Windsor,,,OSM,40
Bob Evans,restaurant,42.3002743,-83.2672946,,Windsor,,,OSM,40
Charlie's Family Dining,restaurant,42.2565776,-83.1915936,1817 Dix Highway,Lincoln Park,,,OSM,40
Rono's Caribbean Paradise Restaurant,restaurant,42.4162962,-83.1825669,14001 West McNichols Road,Detroit,,,OSM,40
Ram's Horn,restaurant,42.2596203,-83.2067646,,Windsor,,,OSM,40
Outback Steakhouse,restaurant,42.4631361,-83.2019034,23501 Greenfield Road,Southfield,,,OSM,40
Leons Family Dining,restaurant,42.2448564,-83.2689036,8787 Telegraph Road,Taylor,,,OSM,40
Geneva's Burgers,restaurant,42.450701,-82.9432986,17141 East 8 Mile Road,Eastpointe,,,OSM,40
Big Boy,restaurant,42.2313273,-83.2700269,10450 Telegraph Road,Taylor,,,OSM,40
Kageli's Family Restaurant,restaurant,42.2565079,-83.2424429,,Windsor,,,OSM,40
Cameo Restaurant,restaurant,42.2234425,-83.1938311,4101 Dix Highway,Lincoln Park,,,OSM,40
China Bowl,restaurant,42.2294839,-83.1941508,,Windsor,,,OSM,40
Tim's Coney Island,restaurant,42.2600922,-83.2111054,,Windsor,,,OSM,40
New Hong Kong Restraunt,restaurant,42.2454013,-83.2691151,,Windsor,,,OSM,40
Marina's Pizza,restaurant,42.2474397,-83.2694375,,Windsor,,,OSM,40
Buffalo Wild Wings,restaurant,42.4667946,-82.9078634,23117 Harper Avenue,Saint Clair Shores,,,OSM,40
Olive Garden,restaurant,42.4784258,-82.9496713,24845 Gratiot Avenue,Eastpointe,,,OSM,40
Oishi Sushi,restaurant,42.3130369,-82.9361966,,Windsor,,,OSM,40
Stand 44,restaurant,42.3059726,-83.2286232,,Windsor,,,OSM,40
Palm & Pine,restaurant,42.316014,-82.9819275,,Windsor,,,OSM,40
Lon's Ham & Corned Beef,restaurant,42.3659626,-83.1779671,,Windsor,,,OSM,40
The Cracked Egg of Harper Woods,restaurant,42.4503267,-82.9335564,19101 Vernier Road,Harper Woods,,,OSM,40
Father Forgive Me,restaurant,42.3603693,-82.9848511,,Windsor,,,OSM,40
Taylor Town Coney Island Restaurant,restaurant,42.2560821,-83.2322152,20063 Ecorse Road,Taylor,,,OSM,40
Howard Grill,restaurant,42.2879789,-83.0124127,,Windsor,,,OSM,40
Flamingo Family Restaurant,restaurant,42.2556105,-83.2522028,,Windsor,,,OSM,40
Hikari Restaurant,restaurant,42.3164503,-83.0411184,,Windsor,,,OSM,40
Green Leaf,restaurant,42.3171004,-83.0396433,,Windsor,,,OSM,40
Ariana Afghan Restaurant,restaurant,42.3202052,-83.1834974,14456 Michigan Avenue,Dearborn,,,OSM,40
Sawyer's BBQ,restaurant,42.3217461,-83.000081,1000 Drouillard Road,Windsor,,,OSM,40
Tim Hortons,cafe,42.3086569,-83.1883856,3550 Greenfield Road,Dearborn,+1 313-240-9394,,OSM,30
Biggby Coffee,cafe,42.3068969,-83.1887028,3389 Greenfield Road,Dearborn,+1-313-982-1100,,OSM,30
Romantica Cafe,cafe,42.3251804,-83.1762745,5125 Schaefer Road,Windsor,+1-313-429-3166,,OSM,30
Tim Hortons,cafe,42.4008873,-83.0005925,10533 Gratiot Avenue,Detroit,+1 313-923-8900,,OSM,30
Tim Hortons,cafe,42.4771733,-83.0648026,25100 Ryan Road,Warren,+1 586-756-6300,,OSM,30
Tim Hortons,cafe,42.2528179,-83.1878689,1727 Southfield Road,Lincoln Park,+1 313-928-0138,,OSM,30
Biggby Coffee,cafe,42.4911288,-83.1071533,222 West 11 Mile Road,Madison Heights,+1 248 291 5932,,OSM,30
Tim Hortons,cafe,42.459316,-83.1823692,22211 Coolidge Highway,Oak Park,+1 248-399-1367,,OSM,30
Tim Hortons,cafe,42.2457479,-83.2703168,8460 Telegraph Road,Taylor,+1 313-295-8484,,OSM,30
Tim Hortons,cafe,42.344096,-83.1576426,10005 West Warren Avenue,Dearborn,+1 313-406-5420,,OSM,30
Serratore Bistro-Café,cafe,42.3174864,-83.0399622,98 University Avenue West,Windsor,+1 519-253-9998,,OSM,30
Tim Hortons,cafe,42.4476881,-83.0848587,1825 East 8 Mile Road,Hazel Park,+1 248-951-2950,,OSM,30
Hot Shot Coffee,cafe,42.2003126,-83.2557835,23000 Eureka Road,Taylor,+1-313-600-6170,,OSM,30
Mo’Cha Bubble Tea,cafe,42.240945,-83.0140932,1555 Talbot Road,Lasalle,+1-519-966-4334,,OSM,30
M Chapter Boardgame Café,cafe,42.2404701,-83.0127868,1555 Talbot Road,Lasalle,+1-519-250-9958,,OSM,30
Leonidas,cafe,42.2383374,-83.0140341,1555 Talbot Road,LaSalle,+1-519-967-1717,,OSM,30
City Coffeehouse,cafe,42.2165246,-83.1815665,12554 Fort Street,Southgate,+1 734-225-6127,,OSM,30
Tim Hortons,cafe,42.341729,-83.2740478,7205 North Telegraph Road,Dearborn Heights,+1 313-730-9810,,OSM,30
Tim Hortons,cafe,42.4909046,-83.0071678,26807 Hoover Road,Warren,+1 586-757-2251,,OSM,30
Tim Hortons,cafe,42.4739102,-83.2836219,25311 Telegraph Road,Southfield,+1 248-350-1896,,OSM,30
Tim Hortons,cafe,42.2511961,-83.1788581,1360 Southfield Road,Lincoln Park,+1 313-383-7824,,OSM,30
Tim Hortons,cafe,42.2562823,-83.2556228,22400 Ecorse Road,Taylor,+1 313-292-5815,,OSM,30
Tim Hortons,cafe,42.3074842,-83.2368939,21203 Michigan Avenue,Dearborn,+1 313-752-2345,,OSM,30
Tim Hortons,cafe,42.3264786,-83.2813082,24921 Ford Road,Dearborn,+1 313-724-6040,,OSM,30
Tim Hortons,cafe,42.4608533,-83.1049325,41-75 West 9 Mile Road,Hazel Park,+1 248-543-5896,,OSM,30
Tim Hortons,cafe,42.2255593,-83.2301677,11130 Allen Road,Taylor,+1 734-287-2234,,OSM,30
Tim Hortons,cafe,42.2804682,-83.270196,4035 Telegraph Road,Dearborn Heights,+1 313-562-6900,,OSM,30
Tim Hortons,cafe,42.2132393,-83.1934332,13843 Northline Road,Southgate,+1 734-324-4734,,OSM,30
Tim Hortons,cafe,42.4901682,-83.1182414,2214 East 11 Mile Road,Royal Oak,+1 248-548-3391,,OSM,30
Tom's Oyster Bar,restaurant,42.4875647,-83.1443975,318 South Main Street,Royal Oak,+1-248-541-1186,,OSM,30
Lucky Dragon,restaurant,42.2003094,-83.1553554,430 Eureka Road,Wyandotte,+1-734-282-3333,,OSM,30
Sushi Bar & Japanese Cuisine,restaurant,42.2022509,-83.1507174,130 Maple Street,Wyandotte,+1-734-720-9717,,OSM,30
Seeburger's Cheeseburgers,restaurant,42.4931052,-82.9387906,26756 North Gratiot Avenue,Roseville,+1 586 362 8585,,OSM,30
Duly's Place Coney Island,restaurant,42.3179982,-83.1017278,5458 West Vernor Highway,Windsor,+1-313-554-3076,,OSM,30
KouZina,restaurant,42.4905357,-83.1446824,121 North Main Street,Royal Oak,+1-248-629-6500,,OSM,30
Taqueria Nuestra Familia,restaurant,42.3130789,-83.1236054,7620 West Vernor Highway,Windsor,+1-313-842-5668,,OSM,30
Red Olive Family Restaurants,restaurant,42.4607695,-83.1438559,750 West 9 Mile Road,Ferndale,+1-248-965-3935,,OSM,30
Sareini's Pizzeria,restaurant,42.3058872,-83.188405,3313 Greenfield Road,Dearborn,+1-313-441-1500,,OSM,30
Papusería y Restaurante Salvadoreño,restaurant,42.3247586,-83.1165091,3149 Livernois Avenue,Windsor,+1-313-899-4020,,OSM,30
Coastal Thai,restaurant,42.2011967,-83.1511337,140 Sycamore Street,Wyandotte,+1-734-282-3885,,OSM,30
Kome Sushi Bar,restaurant,42.2208275,-83.1807203,1217 Fort Street,Wyandotte,+1-734-922-2262,,OSM,30
Shish Kabob,restaurant,42.2832773,-83.2050606,,Windsor,+1-313-985-9030,,OSM,30
Little Pierogi & Crepe Kitchen,restaurant,42.2030287,-83.1506006,125 Elm Street,Wyandotte,+1-734-639-0877,,OSM,30
Red Olive Family Restaurants,restaurant,42.3010811,-83.2609,23211 Michigan Avenue,Dearborn,+1-313-792-8822,,OSM,30
Red Olive Family Restaurants,restaurant,42.471605,-82.9061533,23977 Harper Avenue,Saint Clair Shores,+1-586-774-1900,,OSM,30
Frenchy's Poutinery,restaurant,42.3129305,-83.0029564,2109 Ottawa Street,Windsor,+1-519-915-6720,,OSM,30
La Thai,restaurant,42.3278825,-83.2033627,16351 Ford Road,Dearborn,+1-313-914-5846,,OSM,30
Happy's Pizza,restaurant,42.2140008,-83.1944343,12984 Dix-Toledo Highway,Southgate,+1-734-282-5555,,OSM,30
Ramsey's Coney Island,restaurant,42.2163578,-83.1942111,12552 Dix-Toledo Highway,Southgate,+1-734-281-6445,,OSM,30
Jet's Pizza,restaurant,42.4798899,-82.9188463,19380 East 10 Mile Road,Eastpointe,+1-586-774-4448,,OSM,30
Sala Thai,restaurant,42.3504984,-83.0430519,3400 Russell Street,Detroit,+1 313 831-1302,,OSM,30
Major Biddle's,restaurant,42.2250087,-83.1503651,930 Biddle Avenue,Wyandotte,+1-734-283-3228,,OSM,30
La-Shish,restaurant,42.324245,-83.169424,12918 Michigan Avenue,Dearborn,+1-313-582-8400,,OSM,30
Peking Express,restaurant,42.3423021,-83.0115648,East Jefferson Avenue,Windsor,+1-313-259-1111,,OSM,30
Koja,restaurant,42.2117164,-83.2551599,22697 Northline Road,Taylor,+1 734-643-5003,,OSM,30
La Fogata Mexican Grill,restaurant,42.3365185,-83.1250187,5015 Livernois Avenue,Windsor,+1-313-898-8850,,OSM,30
El Parian,restaurant,42.3047185,-83.1296926,1633 Lawndale Street,Windsor,+1-313-749-7143,,OSM,30
Rincon Tropical,restaurant,42.331501,-83.1244965,6538 Michigan Avenue,Windsor,+1-313-334-8526,,OSM,30
Sun Ya Restaurant,restaurant,42.4016336,-83.2196643,18200 Grand River Avenue,Detroit,+1-313-835-9077,,OSM,30
Munchies on Monroe,restaurant,42.2837145,-83.2509851,3717 Monroe Street,Dearborn,+1 313 406 3106,,OSM,30
City Country Kitchen,restaurant,42.3303818,-83.130415,4381 Larkins Street,Detroit,+1-313-544-3319,,OSM,30
Prime Eatery,restaurant,42.3227467,-83.1753903,,Windsor,+1-313-757-7200,,OSM,30
BB's Butcher's Inn,restaurant,42.3465305,-83.0386859,1489 Winder Street,Detroit,+1-313-818-0200,,OSM,30
Lim's Garden,restaurant,42.2842133,-83.2331092,20001 Carlysle Street,Dearborn,+1-313-563-4393,,OSM,30
Lincoln Park Grill,restaurant,42.2515448,-83.1801978,,Windsor,+1-313-386-8696,,OSM,30
Daebak Korean Barbeque,restaurant,42.4917661,-83.2824628,27566 Northwestern Highway,Windsor,+1 248 9968932,,OSM,30
Super Coney Island,restaurant,42.3955288,-83.1589102,14508 Wyoming Street,Detroit,+1 313 935 5910,,OSM,30
Mi Bella Honduras Restaurant,restaurant,42.2450357,-83.1793239,2359 Fort Street,Lincoln Park,+1-313-722-4519,,OSM,30
El Paisa Mexican Restaurant,restaurant,42.251016,-83.1757428,1715 Fort Street,Lincoln Park,+1-313-383-6937,,OSM,30
7 Spices,restaurant,42.3217035,-83.0161136,1580 Wyandotte Street East,Windsor,+1 5199157660,,OSM,30
Cheecho's Sandwich Shop,restaurant,42.3105325,-83.0109333,1430 Ottawa Street,Windsor,+1-226-674-1420,,OSM,30
Route 42 Diner & Dairy Bar,restaurant,42.2637031,-82.9639113,2825 County Road 42,Windsor,+1-519-966-5992,,OSM,30
Al Chabab Restaurant,restaurant,42.3443426,-83.1704762,12930 West Warren Avenue,Dearborn,+13135822927,,OSM,30
Grandy's Coney Island,restaurant,42.3612103,-83.0210471,3570 Mount Elliott Street,Detroit,+1-313-921-0022,,OSM,30
La Posada,restaurant,42.2274259,-83.1805148,3927 Fort Street,Lincoln Park,+1-313-228-5247,,OSM,30
Joe & Reno's Pizzeria,restaurant,42.2959074,-83.2469543,2311 Monroe Street,Dearborn,+1-313-274-9810,,OSM,30
In & Out Shawarma,restaurant,42.281601,-83.2320733,,Windsor,+1-313-633-1205,,OSM,30
Sushi Zone,restaurant,42.4651164,-82.9491153,16749 East 9 Mile Road,Eastpointe,+15868595001,,OSM,30
Gladstone commons,restaurant,42.3197026,-83.015613,792 Gladstone Avenue,Windsor,+12266741070,,OSM,30
The Sushi Bar,restaurant,42.2324187,-83.2684219,10135 Telegraph Road,Taylor,+1 313-406-5998,,OSM,30
El Angel,restaurant,42.2536273,-83.1747583,1534 Fort Street,Lincoln Park,+1-313-633-0162,,OSM,30
Pizza Hut,restaurant,42.2322833,-83.2684305,10165 Telegraph Road,Taylor,+1 313-771-9719,,OSM,30
La Corona Mexican Food,restaurant,42.2818443,-83.2320901,,Windsor,+1-313-406-4161,,OSM,30
Spoonz Restaurant,restaurant,42.2406383,-83.0143355,1555 Talbot Road,Lasalle,+1-519-776-6248,,OSM,30
Benihana,restaurant,42.3206949,-83.2211861,18601 Hubbard Drive,Dearborn,+1-313-593-3200,,OSM,30
Xochimilco,restaurant,42.3231544,-83.0848558,3409 Bagley Street,Windsor,+1-313-843-0179,,OSM,30
Nanna's Kitchen,restaurant,42.2034262,-83.1496198,2962 Biddle Avenue,Wyandotte,+1-734-281-9093,,OSM,30
National Coney Island,restaurant,42.4951704,-82.9388548,27027 South Gratiot Avenue,Roseville,+1 586 776 2933,,OSM,30
Marcus Hamburgers,restaurant,42.4194351,-83.0373185,6349 East McNichols Road,Detroit,+1-313-891-6170,,OSM,30
Ho Ho Village Restaurant,restaurant,42.3166781,-83.1041292,5821 West Vernor Highway,Detroit,+1 313 841 1580,,OSM,30
Joseph's Coney Island,restaurant,42.3698324,-82.9582709,12500 East Jefferson Avenue,Detroit,+1 313 824-4900,,OSM,30
A&L Ham Palace,restaurant,42.2954323,-83.1309866,9405 West Fort Street,Windsor,+1 313-841-1309,,OSM,30
La Salsa,restaurant,42.2856881,-83.1627503,1310 Oakwood Boulevard,Windsor,+1-313-551-2783,,OSM,30
Los Altos Taqueria,restaurant,42.3146629,-83.1200394,7056 West Vernor Highway,Windsor,+1-313-841-3109,,OSM,30
Plaza Mexico,restaurant,42.465097,-82.9309535,18322 East 9 Mile Road,Eastpointe,+15867778144,,OSM,30
Pekin Tokyo,restaurant,42.258527,-83.2029991,,Windsor,+1-313-436-5588,,OSM,30
King's Grill,restaurant,42.3254136,-83.0603253,1350 West Fort Street,Detroit,+1-313-961-0988,,OSM,30
Rose Garden,restaurant,42.3163359,-83.0447927,492 University Avenue West,Windsor,+1-519-252-3762,,OSM,30
Smugglers Run on the River,restaurant,42.2266534,-83.1475232,1 Saint Johns Street,Wyandotte,+1-734-530-1788,,OSM,30
Vito's Italian Restaurant,restaurant,42.2269029,-83.1815979,3962 Fort Street,Lincoln Park,+1-313-383-1960,,OSM,30
Auburn Cafe,restaurant,42.2608795,-83.1381801,3520 West Jefferson Avenue,Ecorse,+1-313-381-8133,,OSM,30
Harry's Corned Beef & Coney Island Grill,restaurant,42.243598,-83.1807364,2908 Fort Street,Lincoln Park,+1-313-928-6222,,OSM,30
BC's Pizza,restaurant,42.2576097,-83.1715464,1226 Fort Street,Lincoln Park,+1-313-388-3888,,OSM,30
Baba's Grill,restaurant,42.3209456,-83.1788279,13823 Michigan Avenue,Dearborn,+1-313-945-0400,,OSM,30
